attention_mask,input_ids,token_type_ids
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 4510, 2512, 679, 7231, 5314, 7553, 671, 702, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3313, 5543, 3173, 2692, 8024, 912, 3221, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 517, 3341, 749, 518, 6821, 6956, 1316, 679, 5375, 1927, 3946, 2658, 4638, 2157, 2431, 119, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1377, 809, 2372, 4708, 2207, 3301, 1351, 1343, 8024, 6820, 679, 7231, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6397, 671, 1146, 3221, 1728, 711, 679, 5543, 8024, 6929, 6821, 671, 1146, 5050, 3221, 5314, 3563, 4294, 1920, 5597, 671, 1146, 1416, 511, 4162, 4275, 704, 4638, 3353, 1501, 511, 679, 4761, 6887, 4510, 2512, 7368, 3221, 2582, 720, 3140, 3123, 4638, 8024, 704, 1744, 4510, 2512, 4696, 4638, 3221, 3187, 678, 7361, 1557, 511, 2990, 7770, 749, 2970, 1358, 5543, 1213, 8024, 809, 1400, 6963, 679, 2586, 749, 1435, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 679, 1555, 689, 4638, 671, 6956, 5279, 2497, 4275, 8024, 1146, 775, 5632, 2346, 4638, 7509, 727, 722, 6662, 1469, 782, 4495, 5307, 1325, 511, 511, 511, 1469, 1920, 2360, 4638, 1394, 868, 6820, 3300, 1469, 2157, 782, 4638, 4275, 3667, 1313, 6496, 2523, 3918, 8024, 738, 2523, 1599, 3614, 2399, 6768, 4638, 4638, 800, 511, 511, 511, 756, 2475, 1557, 8024, 2361, 3307, 872, 5543, 5326, 5330, 1762, 7509, 727, 4638, 6887, 6662, 677, 2571, 727, 4638, 1944, 6651, 8024, 679, 2563, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4997, 2399, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 715, 4638, 4638, 6929, 671, 1172, 6929, 2769, 4696, 4638, 6158, 2697, 1220, 749, 106, 2582, 720, 1377, 5543, 679, 5314, 758, 7578, 3215, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3678, 779, 680, 1957, 1036, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1920, 1356, 872, 5303, 754, 6821, 671, 1921, 749, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 702, 6117, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1762, 6821, 6956, 4510, 2512, 1377, 809, 4692, 6224, 697, 855, 712, 6235, 8024, 671, 855, 3221, 7029, 1077, 8024, 6820, 3300, 671, 855, 738, 3221, 7029, 1077, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1920, 8024, 3300, 7953, 679, 6235, 5682, 511, 8024, 4638, 8024, 2923, 1168, 855, 4638, 8024, 2218, 3221, 2769, 3315, 6716, 2205, 800, 1962, 2697, 511, 1377, 5543, 1546, 671, 6221, 2533, 3297, 2130, 5401, 4638, 2218, 3221, 4638, 749, 1416, 511, 511, 511, 2769, 2552, 704, 4638, 2218, 6857, 3564, 511, 2523, 5178, 2229, 511, 2769, 1599, 3631, 4638, 671, 2205, 3297, 511, 9941, 172, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 784, 720, 752, 165, 136, 3221, 6432, 872, 812, 2900, 2193, 5439, 2360, 1399, 2099, 1557, 1599, 3614, 100, 100, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 111, 9046, 132, 511, 1309, 3553, 6821, 2571, 697, 1146, 7164, 4638, 3198, 7313, 7262, 1928, 2233, 4197, 3766, 3300, 1220, 106, 106, 106, 5445, 684, 6820, 3221, 5314, 4638, 671, 702, 2791, 2094, 4638, 3690, 3187, 5401, 2697, 4638, 4638, 1309, 3553, 106, 106, 106, 1126, 725, 738, 3766, 3300, 818, 862, 5520, 3250, 7509, 727, 1309, 3553, 106, 106, 106, 2769, 6820, 809, 711, 2769, 4510, 5554, 749, 1309, 3553, 106, 106, 106, 1922, 5318, 749, 1309, 3553, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7478, 2382, 1599, 3614, 5721, 759, 831, 4638, 7599, 3419, 511, 5310, 2229, 6375, 782, 3300, 4157, 1927, 5862, 511, 4514, 7481, 2523, 5401, 2523, 2397, 1112, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 6206, 6432, 3300, 3198, 7313, 4638, 6413, 8024, 738, 2682, 4692, 678, 6821, 702, 1920, 4275, 4638, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 1377, 4263, 4638, 1957, 712, 7350, 3300, 2523, 1914, 1235, 3698, 1343, 7481, 2190, 3313, 4761, 7359, 4495, 1316, 2372, 4708, 5632, 1292, 2154, 2586, 3187, 3791, 680, 4638, 782, 2456, 4989, 7270, 3309, 1068, 5143, 679, 4685, 928, 1166, 782, 1780, 2137, 4638, 1599, 3614, 5632, 2346, 4511, 712, 2110, 2552, 4415, 1316, 3187, 3791, 6432, 1139, 5632, 2346, 4638, 4696, 2141, 2682, 3791, 6206, 5307, 6814, 1914, 2208, 1927, 1343, 2798, 5543, 2110, 833, 5165, 5165, 2831, 857, 2798, 833, 1788, 6411, 6237, 1104, 7309, 7579, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 127, 7415, 6963, 1139, 2130, 749, 8024, 3766, 749, 8024, 5018, 753, 2108, 2571, 1139, 1557, 2486, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1921, 4696, 4638, 2207, 2111, 2533, 1168, 4263, 4638, 3198, 952, 8024, 1059, 686, 4518, 6963, 3614, 1599, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5018, 1063, 2108, 5310, 2229, 3297, 1400, 1126, 1146, 7164, 1922, 6375, 782, 119, 119, 119, 679, 5052, 2582, 720, 3416, 6963, 2682, 1168, 4960, 4197, 1139, 4385, 119, 119, 119, 1922, 2300, 2876, 5356, 1196, 749, 119, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3791, 6427, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2797, 3791, 2523, 4324, 4294, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1599, 1196, 4275, 4638, 3345, 868, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4685, 2496, 3300, 2692, 2590, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3265, 3265, 4638, 3269, 3218, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5687, 4377, 2582, 720, 1359, 6821, 720, 7410, 4692, 511, 5042, 4684, 3683, 2207, 3198, 807, 6820, 6206, 7410, 4692, 8024, 7370, 749, 6929, 763, 6963, 3221, 4696, 4638, 8024, 738, 4696, 4638, 3221, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2193, 4028, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2207, 3198, 952, 6820, 679, 2743, 752, 8024, 4692, 4638, 2523, 3921, 744, 8024, 2218, 4761, 6887, 1196, 2658, 6656, 4263, 714, 692, 803, 1862, 172, 1059, 6963, 3221, 4638, 782, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6632, 3341, 6632, 966, 2533, 3309, 2521, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4162, 704, 722, 4162, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 4638, 3198, 952, 671, 4684, 1762, 5010, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6929, 702, 1673, 2349, 4638, 2207, 832, 679, 3221, 4028, 3319, 6437, 4638, 6929, 702, 4635, 4590, 6651, 3635, 4511, 1408, 136, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 679, 3221, 6929, 6443, 4638, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1557, 172, 172, 172, 172, 172, 172, 2207, 3198, 952, 4692, 6814, 172, 172, 1922, 4263, 1568, 172, 172, 5303, 754, 4761, 6887, 6821, 702, 1333, 3341, 1373, 821, 7900, 2157, 3184, 1557, 172, 172, 172, 2769, 6206, 1343, 4318, 4318, 678, 6598, 3975, 113, 111, 9046, 132, 142, 111, 10413, 132, 114, 157, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6820, 3221, 2923, 1220, 782, 4638, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 2218, 3221, 3655, 5106, 8024, 1353, 3633, 2769, 4692, 2533, 2923, 4272, 8024, 4028, 1447, 7582, 966, 6629, 4772, 738, 7578, 3215, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 722, 1909, 3187, 3353, 7361, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1599, 3631, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6818, 1126, 2399, 3297, 1962, 4692, 4638, 1378, 3968, 981, 1008, 1196, 722, 671, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7410, 2533, 671, 6224, 4638, 1962, 2512, 4275, 671, 5663, 782, 4692, 679, 2743, 2523, 2697, 782, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1922, 4263, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 3221, 1355, 4385, 2769, 2661, 1599, 4638, 671, 6956, 4275, 2094, 4023, 778, 4638, 4514, 7481, 4023, 778, 4638, 7509, 727, 697, 702, 679, 3221, 3125, 752, 4638, 702, 3125, 752, 4764, 4764, 1146, 7164, 679, 7444, 6206, 1922, 1908, 3325, 4638, 1196, 2658, 4495, 3833, 2218, 3221, 1963, 3634, 1355, 4495, 4708, 1348, 849, 725, 784, 720, 738, 3766, 1355, 4495, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1372, 3300, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6844, 1394, 1909, 1921, 4638, 8024, 1600, 671, 1366, 5763, 1391, 671, 1372, 8024, 1599, 3614, 6821, 4905, 5314, 2769, 6228, 6230, 775, 1358, 4638, 1196, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 2130, 809, 1400, 6230, 2533, 5632, 2346, 4638, 2398, 7474, 511, 2769, 677, 1921, 2769, 2398, 7474, 8024, 6375, 2769, 1343, 2970, 1358, 6929, 763, 4638, 752, 8039, 2769, 677, 1921, 2769, 1235, 3140, 8024, 6375, 2769, 5543, 1916, 1343, 3121, 1359, 6929, 763, 1377, 809, 3121, 1359, 4638, 752, 8039, 2769, 677, 1921, 2769, 3255, 2716, 8024, 6375, 2769, 1377, 809, 6821, 697, 5442, 511, 8362, 8038, 1086, 738, 679, 6206, 1420, 1168, 2207, 7946, 4344, 6929, 7674, 3625, 8024, 2523, 7410, 809, 2501, 2159, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
